time_s,position_cm,setpoint_cm,error_cm,control_signal_v
0.21925139427185059,4.93,5.0,0.07000000000000028,5.269
0.48688173294067383,4.81,5.0,0.1900000000000004,5.191
0.7516820430755615,4.96,5.0,0.040000000000000036,5.239
0.8031001091003418,4.81,5.0,0.1900000000000004,5.171
1.0180981159210205,4.91,5.0,0.08999999999999986,5.22
1.066270112991333,4.96,5.0,0.040000000000000036,5.2
1.2853388786315918,4.93,5.0,0.07000000000000028,5.191
1.317934274673462,4.93,5.0,0.07000000000000028,5.181
1.5510897636413574,4.88,5.0,0.1200000000000001,5.249
1.5825426578521729,4.88,5.0,0.1200000000000001,5.21
1.8009822368621826,4.86,5.0,0.13999999999999968,5.2
1.8324589729309082,4.91,5.0,0.08999999999999986,5.191
2.0667624473571777,4.91,5.0,0.08999999999999986,5.239
2.3336081504821777,4.86,5.0,0.13999999999999968,5.181
2.5999717712402344,4.91,5.0,0.08999999999999986,5.249
2.6468920707702637,4.78,5.0,0.21999999999999975,5.23
2.866098165512085,4.91,5.0,0.08999999999999986,5.191
2.913933277130127,4.93,5.0,0.07000000000000028,5.2
3.1327342987060547,4.91,5.0,0.08999999999999986,5.2
3.1632485389709473,4.93,5.0,0.07000000000000028,5.191
3.3816230297088623,4.91,5.0,0.08999999999999986,5.181
3.4136061668395996,4.93,5.0,0.07000000000000028,5.181
3.647092342376709,4.86,5.0,0.13999999999999968,5.21
3.6962320804595947,4.96,5.0,0.040000000000000036,5.2
3.9144070148468018,4.91,5.0,0.08999999999999986,5.181
4.180982828140259,4.93,5.0,0.07000000000000028,5.21
4.446678638458252,4.83,5.0,0.16999999999999993,5.2
4.494988679885864,4.96,5.0,0.040000000000000036,5.191
4.713460683822632,4.93,5.0,0.07000000000000028,5.23
4.761244058609009,4.86,5.0,0.13999999999999968,5.2
4.979187488555908,4.93,5.0,0.07000000000000028,5.191
5.011075496673584,4.98,5.0,0.019999999999999574,5.191
5.228264331817627,4.91,5.0,0.08999999999999986,5.21
5.2773919105529785,4.91,5.0,0.08999999999999986,5.21
5.495422601699829,4.93,5.0,0.07000000000000028,5.171
5.527415752410889,4.83,5.0,0.16999999999999993,5.191
5.7607598304748535,4.93,5.0,0.07000000000000028,5.2
5.777153491973877,4.93,5.0,0.07000000000000028,5.21
6.028461456298828,4.91,5.0,0.08999999999999986,5.2
6.05975866317749,4.93,5.0,0.07000000000000028,5.2
6.294700622558594,4.88,5.0,0.1200000000000001,5.21
6.560663223266602,4.96,5.0,0.040000000000000036,5.191
6.609171152114868,4.83,5.0,0.16999999999999993,5.2
6.827228546142578,4.86,5.0,0.13999999999999968,5.181
6.8748838901519775,4.96,5.0,0.040000000000000036,5.2
7.076935768127441,4.91,5.0,0.08999999999999986,5.171
7.124559164047241,4.91,5.0,0.08999999999999986,5.23
7.34271240234375,4.98,5.0,0.019999999999999574,5.2
7.37410044670105,4.93,5.0,0.07000000000000028,5.181
7.609375,4.93,5.0,0.07000000000000028,5.21
7.6406569480896,4.83,5.0,0.16999999999999993,5.2
7.875458240509033,4.96,5.0,0.040000000000000036,5.191
8.141889095306396,4.86,5.0,0.13999999999999968,5.181
8.406907081604004,4.93,5.0,0.07000000000000028,5.21
8.673981189727783,4.93,5.0,0.07000000000000028,5.191
8.721654891967773,4.93,5.0,0.07000000000000028,5.191
8.924166917800903,4.83,5.0,0.16999999999999993,5.2
8.97208285331726,4.93,5.0,0.07000000000000028,5.22
9.190070390701294,4.91,5.0,0.08999999999999986,5.191
9.221863508224487,4.96,5.0,0.040000000000000036,5.191
9.45565390586853,4.91,5.0,0.08999999999999986,5.2
9.722754716873169,4.93,5.0,0.07000000000000028,5.2
9.987649202346802,4.88,5.0,0.1200000000000001,5.2
10.255366325378418,4.93,5.0,0.07000000000000028,5.181
10.304630279541016,4.83,5.0,0.16999999999999993,5.161
10.503873348236084,4.98,5.0,0.019999999999999574,5.2
10.554170846939087,4.86,5.0,0.13999999999999968,5.171
10.770371437072754,4.91,5.0,0.08999999999999986,5.181
10.819324731826782,4.96,5.0,0.040000000000000036,5.191
11.03635311126709,4.91,5.0,0.08999999999999986,5.21
11.085591316223145,4.88,5.0,0.1200000000000001,5.181
11.304323673248291,4.91,5.0,0.08999999999999986,5.181
11.353609800338745,4.96,5.0,0.040000000000000036,5.2
11.568887948989868,4.93,5.0,0.07000000000000028,5.22
11.837227821350098,4.91,5.0,0.08999999999999986,5.2
11.887528896331787,4.88,5.0,0.1200000000000001,5.161
12.101185083389282,4.93,5.0,0.07000000000000028,5.21
12.150886058807373,4.93,5.0,0.07000000000000028,5.2
12.352754592895508,4.91,5.0,0.08999999999999986,5.171
12.4034264087677,4.93,5.0,0.07000000000000028,5.181
12.617351770401001,4.93,5.0,0.07000000000000028,5.21
12.667061805725098,4.88,5.0,0.1200000000000001,5.181
12.884922981262207,4.93,5.0,0.07000000000000028,5.2
12.933191776275635,4.93,5.0,0.07000000000000028,5.181
13.149858951568604,4.93,5.0,0.07000000000000028,5.161
13.199570894241333,4.86,5.0,0.13999999999999968,5.191
13.416325807571411,4.96,5.0,0.040000000000000036,5.103
13.465828895568848,4.93,5.0,0.07000000000000028,5.22
13.682944059371948,4.93,5.0,0.07000000000000028,5.21
13.717296123504639,4.88,5.0,0.1200000000000001,5.21
13.94997525215149,4.96,5.0,0.040000000000000036,5.191
13.999511003494263,4.96,5.0,0.040000000000000036,5.239
14.198654174804688,4.91,5.0,0.08999999999999986,5.2
14.233937740325928,4.88,5.0,0.1200000000000001,5.171
14.46673583984375,4.93,5.0,0.07000000000000028,5.23
14.514906644821167,4.86,5.0,0.13999999999999968,5.259
14.730852603912354,4.88,5.0,0.1200000000000001,5.21
14.764376878738403,4.96,5.0,0.040000000000000036,5.2
14.999262809753418,4.93,5.0,0.07000000000000028,5.191
15.263745069503784,4.91,5.0,0.08999999999999986,5.2
15.331399202346802,4.91,15.0,10.09,5.191
15.531779766082764,5.57,15.0,9.43,9.433
15.768388986587524,12.95,15.0,2.0500000000000007,8.583
15.875344276428223,16.52,15.0,-1.5199999999999996,4.497
15.928600311279297,16.59,15.0,-1.5899999999999999,3.431
15.980886936187744,15.95,15.0,-0.9499999999999993,3.5
16.103963136672974,13.56,15.0,1.4399999999999995,6.344
16.20971965789795,14.44,15.0,0.5600000000000005,6.315
16.26284122467041,15.98,15.0,-0.9800000000000004,5.024
16.494335651397705,13.7,15.0,1.3000000000000007,5.904
16.599422216415405,14.1,15.0,0.9000000000000004,6.344
16.65200161933899,15.24,15.0,-0.2400000000000002,5.64
16.705210208892822,15.9,15.0,-0.9000000000000004,4.506
16.82879900932312,15.39,15.0,-0.39000000000000057,4.242
16.88141417503357,14.39,15.0,0.6099999999999994,4.946
16.9353289604187,14.02,15.0,0.9800000000000004,5.885
16.989043712615967,14.1,15.0,0.9000000000000004,6.002
17.041465759277344,14.1,15.0,0.9000000000000004,5.992
17.21985387802124,15.32,15.0,-0.3200000000000003,4.77
17.32463049888611,15.2,15.0,-0.1999999999999993,4.712
17.377699851989746,15.37,15.0,-0.3699999999999992,4.712
17.43010640144348,15.37,15.0,-0.3699999999999992,4.663
17.55443024635315,15.27,15.0,-0.2699999999999996,4.673
17.660154104232788,15.34,15.0,-0.33999999999999986,4.682
17.766298294067383,15.1,15.0,-0.09999999999999964,4.77
17.889766931533813,14.9,15.0,0.09999999999999964,5.132
17.942349672317505,14.9,15.0,0.09999999999999964,5.132
17.99587917327881,14.83,15.0,0.16999999999999993,5.171
18.049103498458862,14.88,15.0,0.11999999999999922,5.23
18.102075338363647,14.85,15.0,0.15000000000000036,5.161
18.156832695007324,14.93,15.0,0.07000000000000028,5.132
18.278661489486694,14.9,15.0,0.09999999999999964,5.152
18.38536286354065,14.85,15.0,0.15000000000000036,5.171
18.438271522521973,14.85,15.0,0.15000000000000036,5.171
18.492077589035034,14.9,15.0,0.09999999999999964,5.152
18.614880084991455,14.76,15.0,0.2400000000000002,5.171
18.72124433517456,14.88,15.0,0.11999999999999922,5.152
18.774749517440796,14.88,15.0,0.11999999999999922,5.152
18.88105344772339,14.9,15.0,0.09999999999999964,5.23
19.00446391105652,14.83,15.0,0.16999999999999993,5.142
19.110107421875,14.95,15.0,0.05000000000000071,5.152
19.16381311416626,14.83,15.0,0.16999999999999993,5.171
19.217005968093872,14.88,15.0,0.11999999999999922,5.152
19.33998441696167,14.88,15.0,0.11999999999999922,5.191
19.446317434310913,14.85,15.0,0.15000000000000036,5.122
19.499598026275635,14.83,15.0,0.16999999999999993,5.181
19.552151918411255,14.88,15.0,0.11999999999999922,5.161
19.606001615524292,14.85,15.0,0.15000000000000036,5.152
19.729259967803955,14.83,15.0,0.16999999999999993,5.152
19.782968997955322,14.78,15.0,0.22000000000000064,5.181
19.88877773284912,14.85,15.0,0.15000000000000036,5.152
19.94287943840027,14.83,15.0,0.16999999999999993,5.161
20.06593155860901,14.85,15.0,0.15000000000000036,5.171
20.171345949172974,14.83,15.0,0.16999999999999993,5.152
20.224308013916016,14.85,15.0,0.15000000000000036,5.161
20.277849435806274,14.88,15.0,0.11999999999999922,5.191
20.45485758781433,14.9,15.0,0.09999999999999964,5.171
20.560112476348877,14.93,15.0,0.07000000000000028,5.21
20.613412618637085,14.9,15.0,0.09999999999999964,5.142
20.66677951812744,14.9,15.0,0.09999999999999964,5.132
20.78953790664673,14.93,15.0,0.07000000000000028,5.181
20.89609718322754,14.88,15.0,0.11999999999999922,5.161
